CATAID,COSMOS_ID_06,COSMOS_ID_08,COSMOS_ID_13,RA,DEC,r_mag
6027062,1579713,981037.0,161013.0,150.236102393113,2.20880625411027,14.34447487600167
6026967,0,821457.0,122706.0,149.802571715429,2.0874659874523,14.125237796104415
6026958,1305519,811102.0,91577.0,149.999606195172,1.98663611857783,14.90207866686066
6026838,0,627130.0,67541.0,149.577657746916,1.89793338961919,14.105769866029313
6009552,2578709,1602356.0,304551.0,150.639776874527,2.69132395979688,14.691300351593277
6009321,2327776,1449521.0,271094.0,150.084124405585,2.57625944457661,14.57488590093618
6009042,0,1275900.0,226361.0,149.84179925636,2.4253935829498,14.712187644691888
6008865,1972847,1229403.0,221153.0,150.192615132599,2.40494331930119,14.288084237039008
6008347,0,1005696.0,162518.0,150.089637239433,2.21488596607952,14.77377119959791
6008306,0,996319.0,181345.0,150.221491985456,2.27582892516203,14.627005741518417
6008216,0,973192.0,174510.0,150.247907441374,2.25985886986108,14.116728450348951
6008007,1340848,831461.0,103830.0,149.885218265102,2.02364189293312,14.53602778608466
6007793,1239249,769075.0,128027.0,150.223713564256,2.10029075854495,14.218477934472403
6007216,0,513225.0,49692.0,150.405233521832,1.8326915725059,14.392316651246212
