USNO-B1.0|RAJ2000|DEJ2000|e_RAJ2000|e_DEJ2000|Epoch|pmRA|pmDE|Ndet|B1mag|R1mag|B2mag|R2mag|Imag
0624-0053257|052.971353|-27.585481|999|999|1978.2|   282|   210|3|     |19.53|19.49|19.83|
0624-0053258|052.971948|-27.534739|251|152|1982.6|   -28|   -16|4|     |19.52|18.17|19.72|18.71
0624-0053259|052.972148|-27.534273|547|999|1982.6|    78|   302|3|     |20.06|     |18.77|18.67
0624-0053260|052.974614|-27.599573|225|110|1985.8|     0|     0|2|     |     |19.77|     |18.94
0624-0053261|052.975012|-27.517612|935|999|1987.3|     0|     0|2|     |     |19.98|19.87|
0624-0053262|052.975209|-27.515392|164|519|1973.9|     0|     0|2|18.59|     |     |15.09|
0624-0053263|052.975367|-27.515262| 78| 74|1976.1|    -8|    12|5|18.06|15.84|15.80|14.68|15.54
0624-0053264|052.976945|-27.584781|189|409|1979.8|     0|     0|4|     |19.34|20.22|19.23|18.49
0624-0053265|052.977295|-27.526287|999|999|1966.8|     0|     0|2|24.61|     |18.69|     |
0624-0053266|052.978720|-27.572592|247|233|1976.3|     0|     0|5|20.93|19.10|20.19|19.29|18.72
0624-0053267|052.979517|-27.562695|267|643|1981.4|     0|     0|4|24.22|     |19.64|19.22|18.19
0624-0053268|052.979534|-27.595345|999|465|1987.8|     0|     0|3|     |     |20.33|19.30|18.94
0624-0053269|052.979573|-27.555750| 62|126|1989.5|    38|     6|3|     |     |20.33|19.84|18.83
0624-0053270|052.979764|-27.595231|128|102|1990.8|     0|     0|3|     |     |20.21|19.55|18.86
0624-0053271|052.979942|-27.569367|297|117|1987.8|     0|     0|3|     |     |19.89|19.15|18.67
0624-0053272|052.981250|-27.535098|842| 84|1966.9|     0|     0|2|20.56|     |18.90|     |
0624-0053273|052.981673|-27.535048|153|187|1980.5|   -16|   -42|3|20.68|     |     |19.02|18.77
0624-0053274|052.981895|-27.534912|108| 42|1982.7|     6|     8|4|20.33|     |19.92|18.74|18.26
0624-0053275|052.983848|-27.542314|999|999|1966.9|     0|     0|2|     |17.48|19.89|     |
0624-0053276|052.987184|-27.596575|999|195|1977.9|     0|     0|2|     |19.67|     |     |18.32
0624-0053277|052.987878|-27.525609|999|999|1974.9|     0|     0|2|23.72|     |     |     |17.91
0624-0053278|052.990856|-27.518828| 30|238|1991.6|   -18|   -14|3|     |     |20.22|19.87|18.72
0624-0053279|052.992828|-27.545481|946|337|1975.2|     0|     0|3|     |20.05|19.71|17.88|
0624-0053280|052.993362|-27.596962|146|101|1979.8|     0|     0|4|     |18.47|19.23|18.90|18.70
0624-0053281|052.993381|-27.597403| 70|999|1977.9|     0|     0|2|19.14|     |     |     |18.69
0624-0053282|052.993395|-27.587692|999|999|1985.7|     0|     0|2|     |     |18.78|     |18.35
0624-0053283|052.996048|-27.571267|364|999|1975.2|   -90|  -236|3|     |19.93|20.22|23.01|
0624-0053284|053.000148|-27.529078|412|360|1986.8|     0|     0|2|     |     |19.05|17.68|
0624-0053285|053.003767|-27.541625|999|999|1975.2|   664|   358|3|20.50|     |19.64|18.62|
0624-0053286|053.004550|-27.509059|160|136|1975.1|     0|     0|5|19.78|18.16|19.41|18.54|18.31
0624-0053287|053.004639|-27.508531|999|999|1985.7|     0|     0|2|     |     |20.01|     |23.36
0624-0053288|053.006989|-27.505684| 60| 44|1982.7|     0|     0|4|19.83|     |19.86|19.50|18.72
0624-0053289|053.007478|-27.533567|536|999|1978.2|  -414|   -98|3|     |20.02|19.05|19.79|
0624-0053290|053.008073|-27.565059|999|999|1975.2|  -150|  -432|3|     |19.59|20.29|19.17|
0624-0053291|053.008200|-27.510328| 97|117|1976.1|     8|     4|5|17.21|15.30|17.61|15.57|15.18
0624-0053292|053.008675|-27.505728|999|999|1975.2|   616|   132|3|23.09|     |19.52|19.31|
0624-0053293|053.009031|-27.572045|999|999|1995.9|     0|     0|2|     |     |     |15.64|18.68
0624-0053294|053.009764|-27.572884|119| 81|1976.1|    20|   -22|5|16.06|15.04|16.84|15.01|14.73
0624-0053295|053.011906|-27.587581| 38| 62|1976.1|     0|     0|5|15.77|14.40|16.31|14.43|14.03
0624-0053296|053.012595|-27.572820|166|252|1981.4|   -28|   -14|4|20.63|     |20.36|19.26|18.68
0624-0053297|053.015467|-27.534259|999|999|1977.8|  -170|  -272|3|19.35|     |19.32|     |18.24
0624-0053298|053.015892|-27.596812|124| 68|1975.1|     0|     0|5|16.47|14.98|17.18|15.58|14.64
0624-0053299|053.016337|-27.567128|545|664|1979.8|     0|     0|4|     |18.16|20.07|18.74|18.79
0624-0053300|053.017114|-27.572062|999|999|1984.9|     0|     0|2|     |     |19.22|19.06|
0624-0053301|053.017534|-27.532464|999|999|1972.3|     0|     0|4|18.98|19.11|19.87|     |17.28
0624-0053302|053.018931|-27.530200|999|265|1955.9|     0|     0|2|18.94|18.99|     |     |
0624-0053303|053.023787|-27.556450|123| 79|1975.1|     0|     0|5|18.39|15.44|18.36|16.36|15.10
0624-0053304|053.028812|-27.572598| 93| 64|1984.9|     0|     0|2|     |     |18.72|23.36|
0624-0053305|053.028834|-27.542250|999|999|1982.6|   340|   158|3|     |19.74|     |23.18|18.33
0624-0053306|053.029367|-27.523809|115|100|1984.9|     0|     0|2|     |     |19.38|24.31|
0624-0053307|053.029409|-27.561434|  4|135|1995.9|     0|     0|2|     |     |     |19.21|18.21
0624-0053308|053.031806|-27.554450|500|144|1968.8|     0|     0|2|     |19.97|19.20|     |
0624-0053309|053.031834|-27.519667|184|243|1981.4|   -22|    -4|4|     |19.29|20.38|19.28|18.72
0624-0053310|053.038125|-27.536323|672|604|1976.5|   332|   244|3|     |19.99|19.45|17.72|
0624-0053311|053.039767|-27.585864|301| 50|1995.9|     0|     0|2|     |     |     |19.29|18.60
0624-0053312|053.040106|-27.525645|999|999|1975.2|   282|   206|3|     |19.50|20.40|18.96|
0624-0053313|053.040187|-27.586039|967|279|1975.8|     0|     0|3|     |19.88|20.17|     |18.91
0624-0053314|053.041034|-27.595120|598|985|1966.9|     0|     0|2|23.03|     |19.56|     |
0624-0053315|053.044412|-27.567709|999| 52|1981.4|  -328|   -32|4|20.91|     |20.40|19.13|18.05
0624-0053316|053.044528|-27.592723| 38| 23|1975.1|    -8|    12|5|16.95|15.81|17.53|16.17|15.57
0624-0053317|053.045667|-27.584320|234|  0|1998.4|     0|     0|2|     |     |     |23.02|18.35
0624-0053318|053.049273|-27.558728|691|165|1984.8|     0|     0|2|     |     |18.95|17.77|
0624-0053319|053.050384|-27.577109|377|253|1981.4|     0|    28|4|     |19.15|20.40|19.31|18.44
0624-0053320|053.050728|-27.577117|999|190|1990.8|     0|     0|2|     |     |20.22|     |18.71
0624-0053321|053.052681|-27.589848|999|999|1973.9|     0|     0|2|     |19.95|     |18.17|
0624-0053322|053.054042|-27.555720| 35|999|1974.9|     0|     0|2|     |20.17|     |     |17.66
0624-0053323|053.057220|-27.518939|126| 99|1975.1|     0|     0|5|19.84|17.57|19.12|17.66|17.51
0624-0053324|053.058773|-27.526748|847|617|1982.7|   -92|   -72|4|     |19.82|20.17|19.84|18.72
0624-0053325|053.058948|-27.516862|427|315|1984.3|   126|   192|3|20.77|     |     |19.80|18.72
0624-0053326|053.058950|-27.526548|523|504|1995.9|     0|     0|2|     |     |     |18.59|18.56
0624-0053327|053.059789|-27.516995|217|118|1979.8|   -32|     8|4|     |18.55|20.18|18.43|17.87
0624-0053328|053.060209|-27.545384|230|889|1968.8|     0|     0|2|     |18.13|20.18|     |
0624-0053329|053.060548|-27.517723|212|529|1976.4|     0|     0|2|     |19.33|     |19.87|
0624-0053330|053.060828|-27.517403|999|124|1977.9|     0|     0|2|     |19.55|     |     |18.40
0624-0053331|053.061470|-27.574812|350|175|1998.4|     0|     0|2|     |     |     |19.56|18.58
0624-0053332|053.061795|-27.580492|999|999|1977.9|  -146|   406|3|     |19.66|19.69|     |18.09
0624-0053333|053.062206|-27.503637|139|130|1975.1|     0|     0|5|19.61|16.33|19.19|17.15|15.60
0624-0053334|053.063534|-27.582034|248| 61|1982.3|   -18|   -26|4|     |19.36|19.79|18.80|18.71
0624-0053335|053.068034|-27.565070|999|999|1966.9|     0|     0|2|23.37|     |19.29|     |
0624-0053336|053.068412|-27.530556|261|124|1977.3|     0|     0|5|23.15|19.04|20.04|19.44|18.71
0624-0053337|053.068828|-27.516470|115|329|1987.3|     0|     0|2|     |     |17.39|19.70|
0624-0053338|053.072512|-27.557806| 35|111|1975.1|    16|     8|5|15.91|14.23|16.57|14.75|13.83
0624-0053339|053.074481|-27.513853|221|288|1989.9|     0|     0|3|     |     |20.10|18.98|18.72
0624-0053340|053.075075|-27.546209| 62|135|1984.9|     0|     0|2|     |     |19.92|18.20|
0624-0053341|053.078723|-27.596198| 82|999|1976.5|    18|     4|3|     |19.50|19.47|19.13|
0624-0053342|053.078820|-27.595884|157|169|1982.7|     8|    22|4|     |19.42|20.40|19.01|18.29
0624-0053343|053.079753|-27.527281|184|247|1975.1|   -14|    22|5|20.04|18.63|19.37|18.69|18.21
0624-0053344|053.079898|-27.527428|999|545|1974.8|     0|     0|2|     |19.32|     |     |18.95
0624-0053345|053.080517|-27.587584| 95| 17|1975.1|     0|   -10|5|19.27|16.57|19.13|17.29|16.29
0624-0053346|053.081253|-27.552189| 44|999|1966.8|     0|     0|2|     |17.83|18.10|     |
0624-0053347|053.081459|-27.529087|999|326|1969.6|    76|  -154|3|20.62|19.47|     |19.76|
0624-0053348|053.083253|-27.560912| 89| 63|1975.1|     8|    -4|5|17.51|14.78|17.88|15.44|14.06
0624-0053349|053.083256|-27.543184|438|198|1976.9|     0|     0|3|     |18.94|19.14|23.68|
0624-0053350|053.083703|-27.584492|304|179|1989.8|     0|     0|3|     |     |20.07|18.84|18.69
0624-0053351|053.085587|-27.573048|873|214|1976.4|     0|     0|2|     |19.80|     |19.72|
0624-0053352|053.086625|-27.597298| 58| 43|1975.1|     0|     0|5|18.93|16.37|19.08|17.07|16.00
0624-0053353|053.088331|-27.585281| 35|142|1991.6|   476|  -436|3|     |     |20.08|19.52|18.58
0624-0053354|053.088545|-27.584670|850| 79|1989.3|     0|     0|2|     |     |18.78|19.80|
0624-0053355|053.088684|-27.585089|670|152|1981.4|   -30|   -40|4|     |19.70|19.19|19.09|18.72
0624-0053356|053.091712|-27.511631|337|490|1984.8|     0|     0|2|     |     |19.54|23.22|
0624-0053357|053.091878|-27.511820| 22|214|1987.4|     0|     0|2|     |     |20.26|19.75|
0624-0053358|053.092256|-27.522834|696|537|1975.2|   -88|   -42|3|     |19.95|20.34|23.81|
0624-0053359|053.092509|-27.547592|378|765|1991.6|     0|     0|3|     |     |18.83|19.74|18.40
0624-0053360|053.094070|-27.542737|999|999|1975.2|     0|     0|3|     |20.00|18.47|23.44|
0624-0053361|053.094359|-27.516653|275|158|1989.1|   -88|    -8|3|     |     |19.99|19.31|18.80
0624-0053362|053.094520|-27.516806|177| 74|1987.4|     0|     0|2|     |     |20.40|19.30|
0624-0053363|053.095145|-27.536820|621|467|1991.5|     0|     0|3|     |     |18.46|19.78|18.62
0624-0053364|053.096100|-27.522859|146|152|1975.1|     0|     0|5|20.82|18.70|19.98|18.68|18.03
0624-0053365|053.098225|-27.584570|558|130|1992.8|     0|     0|2|     |     |     |18.46|18.89
0624-0053366|053.098498|-27.584534| 31|430|1990.8|     0|     0|2|     |     |20.10|     |18.67
0624-0053367|053.100817|-27.551070| 92| 72|1975.1|     0|    12|5|19.30|16.45|19.01|17.07|16.09
0624-0053368|053.101550|-27.574300|212|315|1986.8|     0|     0|2|     |     |19.91|17.86|
0624-0053369|053.101709|-27.541159|999|999|1976.5|  -304|   396|3|     |19.94|20.26|19.19|
0624-0053370|053.101878|-27.527462|146|392|1983.6|     0|     0|4|     |19.77|19.98|19.76|18.66
0624-0053371|053.101975|-27.557706|203|  5|1989.3|     0|     0|2|     |     |19.67|23.42|
0624-0053372|053.102237|-27.527356|585|294|1992.8|     0|     0|2|     |     |     |19.02|23.20
0624-0053373|053.102564|-27.586487|243|119|1986.8|     0|     0|2|     |     |19.98|23.04|
0624-0053374|053.102748|-27.542498|310|354|1988.9|     0|     0|2|     |     |20.28|     |18.71
0624-0053375|053.102795|-27.586700| 75|189|1987.4|     0|     0|2|     |     |19.99|19.63|
0624-0053376|053.103020|-27.597037| 26| 89|1984.9|     0|     0|2|     |     |20.34|18.97|
0624-0053377|053.103053|-27.503467|462|522|1990.8|  -162|   -54|3|     |     |20.20|19.15|18.90
0624-0053378|053.103595|-27.503567|565|413|1981.4|     0|     0|4|     |19.08|20.38|19.24|18.49
0624-0053379|053.104206|-27.569598|811|924|1987.7|     0|     0|2|     |     |20.26|     |18.68
0624-0053380|053.104459|-27.569731|158|220|1989.9|   -36|    10|3|     |     |20.15|19.21|18.71
0624-0053381|053.104500|-27.503150|217| 50|1987.4|     0|     0|2|     |     |20.32|19.86|
0624-0053382|053.104645|-27.518698|371|194|1982.7|    -8|    30|4|     |19.45|20.24|19.86|18.52
0624-0053383|053.104837|-27.518553|164|234|1986.8|     0|     0|2|     |     |20.19|19.09|
0624-0053384|053.105498|-27.599759|112|276|1981.4|     0|     0|4|     |18.90|20.25|19.28|18.61
0624-0053385|053.105806|-27.501370|150|274|1984.9|     0|     0|2|     |     |20.33|19.14|
0624-0053386|053.106248|-27.561159|190|154|1987.4|     0|     0|2|     |     |20.01|19.87|
0624-0053387|053.107259|-27.561939|999|999|1976.8|     0|     0|3|     |19.86|18.75|19.85|
0624-0053388|053.107342|-27.535181| 86| 79|1975.1|     0|     0|5|20.02|18.90|19.91|19.16|18.55
0624-0053389|053.107762|-27.517934|999|999|1976.5|  -402|   126|3|     |19.49|20.22|18.94|
0624-0053390|053.109212|-27.518498|313|115|1976.9|    10|    12|3|     |19.71|20.40|19.85|
0624-0053391|053.110184|-27.562595| 94| 57|1975.1|     0|     0|5|18.89|16.76|19.00|17.28|16.53
0624-0053392|053.111084|-27.506234|394| 70|1987.3|     0|     0|2|     |     |19.04|19.83|
0624-0053393|053.111142|-27.506470|453|171|1991.6|     0|     0|3|     |     |18.72|19.83|18.70
0624-0053394|053.114389|-27.560875|999|999|1968.8|     0|     0|2|     |19.96|19.48|     |
0624-0053395|053.118081|-27.539573|999|991|1963.2|  -558|   398|3|20.22|19.56|19.06|     |
0624-0053396|053.118884|-27.593709|202|172|1991.6|     0|     0|3|     |     |20.30|19.58|18.57
0624-0053397|053.120470|-27.570262|101|598|1981.4|     0|     0|4|     |20.20|20.18|17.77|17.72
0624-0053398|053.121403|-27.509784| 88|115|1975.1|     0|     0|5|19.52|16.94|18.39|16.71|16.55
0624-0053399|053.122267|-27.509059|227|999|1968.5|    50|    72|3|20.28|19.21|     |     |18.74
0624-0053400|053.122848|-27.561289|176|190|1977.1|  -112|    36|3|19.45|     |18.59|     |18.45
0624-0053401|053.123678|-27.561373|189|496|1981.1|     0|     0|4|19.92|     |19.02|17.81|18.86
0624-0053402|053.123842|-27.561809|212|179|1975.1|   -26|    18|5|19.22|16.92|17.74|15.90|16.34
0624-0053403|053.123950|-27.550228|999| 99|1989.3|     0|     0|2|     |     |19.49|19.81|
0624-0053404|053.124248|-27.550742|164|999|1987.3|     0|     0|2|     |     |19.45|19.84|
0624-0053405|053.125087|-27.517070| 11|463|1979.8|    -8|     6|4|     |18.59|20.40|19.06|18.02
0624-0053406|053.125612|-27.544573|825|999|1963.2|   -88|   -12|3|20.84|19.63|20.18|     |
0624-0053407|053.126298|-27.544537|208|159|1974.3|     0|     0|4|20.27|18.74|     |18.93|18.55
0624-0053408|053.127350|-27.580195|760|739|1989.4|     0|     0|3|     |     |20.01|19.84|24.07
0624-0053409|053.128412|-27.579362|999|999|1982.7|   280|   258|4|20.60|     |20.24|19.19|18.72
0624-0053410|053.129287|-27.550837|345|252|1975.1|     0|     0|5|23.97|17.95|20.18|18.31|17.08
0624-0053411|053.130037|-27.578581|999|999|1975.2|   430|   310|3|20.61|     |20.35|19.22|
0624-0053412|053.132173|-27.575764|999|413|1968.5|    -4|   -68|3|20.76|19.23|     |     |18.85
0624-0053413|053.132264|-27.579923|999|999|1964.5|   -16|  -430|3|19.66|18.63|19.52|     |
0624-0053414|053.132387|-27.574603|317|253|1976.3|     0|     0|5|20.34|17.99|18.57|18.24|17.76
0624-0053415|053.132689|-27.553048|197|140|1981.4|     0|     0|4|     |19.10|20.38|19.24|18.56
0624-0053416|053.132742|-27.574534|256|172|1968.5|     0|     0|3|19.55|19.07|     |     |18.51
0624-0053417|053.132745|-27.574881|293|720|1968.5|   -36|   -28|3|20.18|19.41|     |     |18.11
0624-0053418|053.133914|-27.535434| 50| 86|1975.1|     0|     0|5|17.26|16.08|18.04|16.84|16.17
0624-0053419|053.135428|-27.588167|597|186|1981.4|     0|     0|4|     |20.09|20.37|18.84|18.72
0624-0053420|053.136239|-27.518512|999|726|1977.8|   198|  -456|3|     |19.73|18.97|     |17.80
0624-0053421|053.136350|-27.575175| 76| 36|1975.1|     4|     2|5|15.71|14.67|16.63|15.14|14.50
0624-0053422|053.140248|-27.550345| 35| 25|1989.8|    14|    10|3|     |     |19.60|18.80|18.64
0624-0053423|053.145814|-27.531156|701|727|1970.4|     0|     0|4|20.80|19.51|20.37|19.13|
0624-0053424|053.148345|-27.500770|784|689|1984.8|     0|     0|2|     |     |18.26|19.03|
0624-0053425|053.149237|-27.549550|197|158|1975.1|     0|   -16|5|17.55|16.70|18.41|17.34|17.22
0624-0053426|053.149648|-27.511525|999|999|1968.8|     0|     0|2|24.88|     |19.96|     |
0624-0053427|053.150584|-27.545317|168|143|1981.4|     4|    14|4|     |18.36|20.36|19.31|18.67
0624-0053428|053.150612|-27.599325|119|520|1989.5|   -36|    -6|3|     |     |18.61|19.87|18.93
0624-0053429|053.151028|-27.557306|177| 43|1975.1|    22|     8|5|18.73|15.94|18.85|16.56|15.47
0624-0053430|053.153742|-27.579914|999|999|1982.6|  -516|  -158|3|23.39|     |     |19.11|18.72
0624-0053431|053.153878|-27.579323|242|882|1980.5|  -120|  -500|3|24.60|     |     |18.78|18.08
0624-0053432|053.155309|-27.583195|368|298|1975.1|    30|    16|5|20.64|19.25|20.40|19.29|18.78
0624-0053433|053.155417|-27.504278| 54|181|1981.1|     0|     0|4|     |19.17|20.39|19.07|18.87
0624-0053434|053.155548|-27.504075|487|129|1992.8|     0|     0|2|     |     |     |19.29|18.94
0624-0053435|053.157487|-27.501592| 97|132|1975.1|     0|     0|5|20.18|18.41|19.98|18.69|18.20
0624-0053436|053.157712|-27.597120|196|285|1992.8|     0|     0|3|     |     |20.01|19.80|18.64
0624-0053437|053.158023|-27.597014|667|622|1975.2|   -20|    56|3|     |19.70|19.81|19.31|
0624-0053438|053.159328|-27.514909|142| 96|1975.1|    -8|     8|5|15.97|14.00|16.65|14.44|13.68
0624-0053439|053.160500|-27.520750|833|999|1955.9|     0|     0|2|23.72|19.79|     |     |
0624-0053440|053.163737|-27.525917|999|999|1977.1|   424|  -274|3|     |19.18|19.45|     |18.66
0624-0053441|053.163742|-27.570670|999|999|1977.9|     0|     0|3|19.73|     |18.12|     |18.69
0624-0053442|053.163900|-27.537581|999|999|1974.9|     0|     0|2|     |19.99|     |     |18.05
0624-0053443|053.164864|-27.589828| 75|685|1998.4|     0|     0|2|     |     |     |19.44|18.67
0624-0053444|053.165459|-27.588359|999|999|1975.2|     0|     0|3|     |19.74|20.38|19.28|
0624-0053445|053.165739|-27.580595|999|999|1974.9|     0|     0|2|     |20.09|     |     |18.75
0624-0053446|053.166620|-27.506720|687|720|1974.9|     0|     0|2|     |20.08|     |     |17.75
0624-0053447|053.166870|-27.569787|196|137|1975.1|    36|     0|5|18.28|15.20|18.46|15.86|13.84
0624-0053448|053.169253|-27.574989|999|999|1981.4|     0|     0|4|23.13|     |19.53|18.00|18.40
0624-0053449|053.170270|-27.512445|999|728|1987.9|     0|     0|3|     |     |18.20|18.86|18.74
0624-0053450|053.170709|-27.564414| 53|389|1987.4|     0|     0|2|     |     |18.36|19.77|
0624-0053451|053.172778|-27.518484|999|369|1966.9|     0|     0|2|     |19.39|20.39|     |
0624-0053452|053.173139|-27.594748| 43| 59|1976.1|     0|     0|5|15.50|13.80|15.99|13.87|13.54
0624-0053453|053.173864|-27.566231|999|891|1975.9|  -598|   160|3|     |19.84|19.19|     |18.42
0624-0053454|053.174078|-27.531862|999|993|1982.6|  -652|   156|3|     |19.45|     |17.53|18.32
0624-0053455|053.175123|-27.509939|120| 51|1989.8|   -86|    40|3|     |     |18.87|18.04|18.46
0624-0053456|053.175184|-27.514687|292|999|1974.9|     0|     0|2|     |19.91|     |     |18.61
0624-0053457|053.175600|-27.515017|359|660|1977.9|     0|     0|2|     |19.65|     |     |18.41
0624-0053458|053.175814|-27.564978|999|999|1985.8|     0|     0|2|     |     |19.90|     |18.07
0624-0053459|053.176173|-27.535428|223| 91|1979.8|     0|     0|4|     |19.34|20.40|19.31|18.94
0624-0053460|053.176900|-27.598820|999|999|1975.9|   498|  -460|3|     |18.24|19.31|     |17.85
0624-0053461|053.177017|-27.502839|163|154|1979.8|     0|     0|4|     |19.39|20.22|19.04|18.23
0624-0053462|053.177395|-27.596381|794|999|1977.1|   272|   682|3|     |20.24|19.56|     |18.05
0624-0053463|053.177978|-27.521103|999|475|1987.7|     0|     0|2|     |     |19.45|     |17.35
0624-0053464|053.182823|-27.542420|138|180|1976.1|     0|     0|5|20.81|19.06|20.39|19.58|24.51
0624-0053465|053.182895|-27.542637|319|715|1973.9|     0|     0|2|     |19.05|     |19.30|
0624-0053466|053.183381|-27.562345|334| 71|1989.9|    12|    18|3|     |     |20.04|18.20|18.01
0624-0053467|053.185559|-27.507067|232|137|1975.1|     4|    14|5|19.38|17.93|19.50|18.22|17.59
0624-0053468|053.186406|-27.505903|999|999|1976.9|     0|     0|3|20.80|     |20.02|19.86|
0624-0053469|053.188539|-27.581542|107| 88|1975.1|     0|     0|5|19.47|17.99|19.28|18.54|17.80
0624-0053470|053.190156|-27.565420|103|132|1975.1|     0|     0|5|18.77|16.36|18.65|16.84|16.04
0624-0053471|053.191087|-27.582598|  8| 92|1987.8|   -20|     8|3|     |     |20.36|19.30|18.91
0624-0053472|053.191420|-27.583017|890|759|1974.8|     0|     0|2|     |19.69|     |     |18.93
0624-0053473|053.193273|-27.586542|252|225|1981.1|     0|     0|4|     |19.68|19.09|19.87|18.91
0624-0053474|053.193806|-27.586887|452|999|1992.8|     0|     0|2|     |     |     |18.14|18.71
0624-0053475|053.194620|-27.542012|306|384|1971.6|     0|     0|4|20.72|19.87|19.91|19.46|
0624-0053476|053.194912|-27.541942|314| 20|1984.9|     0|     0|2|     |     |20.20|19.26|
0624-0053477|053.195003|-27.558864|999|920|1974.9|     0|     0|2|23.01|     |     |     |16.91
0624-0053478|053.195378|-27.566045|999|999|1974.9|     0|     0|2|     |19.70|     |     |16.73
0624-0053479|053.195589|-27.599403| 54| 73|1976.1|   -14|     8|5|17.54|15.62|18.35|15.58|15.45
0624-0053480|053.197725|-27.549728|999|845|1976.4|     0|     0|2|20.75|     |     |19.87|
0624-0053481|053.200425|-27.549845| 77| 28|1976.1|    -6|     4|5|14.61|12.80|15.01|12.97|12.51
0624-0053482|053.202542|-27.565423|930|235|1989.3|     0|     0|2|     |     |18.79|19.79|
0624-0053483|053.206050|-27.511587|237|219|1989.9|    48|     6|3|     |     |20.15|19.27|18.65
0624-0053484|053.207012|-27.540825|784|999|1989.3|     0|     0|2|     |     |18.92|19.80|
0624-0053485|053.208117|-27.575912| 91|317|1975.1|     0|     0|5|20.47|18.57|19.21|17.96|17.80
0624-0053486|053.208123|-27.579398|160| 26|1989.9|     0|     0|3|     |     |20.39|19.31|18.52
0624-0053487|053.208242|-27.544978|150|229|1987.4|     0|     0|2|     |     |20.21|23.08|
0624-0053488|053.208253|-27.576289|418|356|1981.3|     2|    50|4|     |19.24|20.01|18.32|18.02
0624-0053489|053.208353|-27.576845| 84|124|1990.8|     0|     0|2|     |     |20.24|     |18.58
0624-0053490|053.208628|-27.575859|248|465|1974.9|     0|     0|2|     |19.33|     |     |18.28
0624-0053491|053.209362|-27.514267| 86|134|1976.1|     0|     0|5|19.50|16.57|19.41|16.85|16.48
0624-0053492|053.210431|-27.554231|304| 43|1991.6|   -96|    -4|3|     |     |20.36|19.38|18.71
0624-0053493|053.210817|-27.554203| 13|260|1984.8|     0|     0|2|     |     |20.07|19.31|
0624-0053494|053.213095|-27.551084|999|999|1981.3|     0|     0|4|20.98|     |19.64|19.15|18.70
0624-0053495|053.213459|-27.584787|746|999|1979.1|  -176|   344|3|24.37|     |19.98|     |18.50
0624-0053496|053.213853|-27.585639|999|999|1988.9|     0|     0|2|     |     |19.16|     |18.59
0624-0053497|053.217200|-27.575848|416|349|1974.9|     0|     0|2|20.94|     |     |     |18.12
0624-0053498|053.218509|-27.595292|999|999|1975.2|     0|     0|3|     |19.89|20.35|18.22|
0624-0053499|053.220684|-27.565653|999|215|1985.8|     0|     0|2|     |     |19.62|     |15.96
0624-0053500|053.221498|-27.565503|999|381|1989.5|  -624|   200|3|     |     |20.21|23.01|16.79
0624-0053501|053.222187|-27.574239| 13|184|1987.4|     0|     0|2|     |     |20.40|19.68|
0624-0053502|053.222587|-27.591037| 41| 57|1976.8|     0|     0|5|15.50|14.28|15.67|14.35|14.08
0624-0053503|053.222959|-27.590487|999|999|1987.9|     0|     0|3|     |     |16.05|14.68|16.49
0624-0053504|053.223406|-27.513814|125|122|1976.1|   -14|     2|5|19.76|16.66|19.34|16.78|15.71
0624-0053505|053.224406|-27.563559| 85|999|1989.9|  -234|   366|3|     |     |20.36|23.53|18.72
0624-0053506|053.225698|-27.559439| 92|162|1989.5|   -26|    26|3|     |     |20.11|19.63|18.72
0624-0053507|053.226167|-27.565656|111|139|1981.3|     0|     0|4|     |19.71|19.96|19.30|18.67
0624-0053508|053.227853|-27.568856| 75|289|1984.9|     0|     0|2|     |     |20.39|18.57|
0624-0053509|053.228131|-27.572614| 93|144|1975.1|     0|     0|5|19.79|18.82|18.78|18.40|17.90
0624-0053510|053.229748|-27.503581| 62| 77|1976.1|   -10|     2|5|16.49|15.12|17.24|15.25|14.86
0624-0053511|053.230987|-27.503189|858|629|1982.6|   296|    40|3|     |20.28|     |15.67|18.09
0624-0053512|053.231184|-27.518873|999|999|1984.9|     0|     0|2|     |     |19.88|23.72|
0624-0053513|053.231709|-27.510898| 62|173|1977.3|    14|   -44|5|15.19|12.80|15.49|13.02|12.26
0624-0053514|053.232275|-27.512950|631|707|1981.1|     0|     0|4|     |18.92|19.45|17.55|18.19
0624-0053515|053.232606|-27.506203|999|964|1987.8|     0|     0|3|     |     |20.39|17.91|23.01
0624-0053516|053.232859|-27.591939|425|999|1974.9|     0|     0|2|20.64|     |     |     |17.28
0624-0053517|053.235056|-27.578695|203|332|1976.9|   -30|   -18|3|     |19.71|19.59|19.68|
0624-0053518|053.237423|-27.508764|159|139|1987.4|     0|     0|2|     |     |19.59|23.48|
0624-0053519|053.239048|-27.515614|532|275|1995.9|     0|     0|2|     |     |     |18.57|18.72
0624-0053520|053.239600|-27.591656|211|247|1982.7|     0|     0|4|     |19.66|20.40|19.68|18.71
0624-0053521|053.242453|-27.591017|327|730|1998.4|     0|     0|2|     |     |     |19.73|18.48
0624-0053522|053.243139|-27.564881|650|999|1989.1|     0|     0|3|     |     |19.53|18.05|16.57
0624-0053523|053.245628|-27.571550|999|999|1989.9|     0|     0|3|     |     |19.20|23.16|18.70
0624-0053524|053.247323|-27.536003|999|999|1966.8|     0|     0|2|     |19.67|19.52|     |
0624-0053525|053.248787|-27.568539| 47|327|1989.9|  -636|   360|3|     |     |20.31|18.17|18.32
